address,score,account_age_days,eth_balance,tx_count,tx_success_rate,defi_interactions,token_diversity,malicious_score,mixer_score,delegation_capacity,staked_collateral,reputation_score,delegations_given,delegations_received,delegation_success_rate,zkp_usage,malicious_interactions,mixer_transactions,delegations_out,delegations_in
0xF7b9F646c87810908CAcC13bC895D5FC2e730dB4,803.5907496261096,115.0718487956501,36.520756573275335,90,0.9215477989353414,2,0,0.0,0.0,3.6520756573275337,1.8260378286637668,0.0,0,0,0.0,0,0,0,0,0
0x64397279161053366ca24837Fe673710CaCE5d78,827.9354404324879,1389.2004100357815,37.239015341306974,146,0.981135501016505,5,0,0.0,0.0,3.7239015341306976,1.8619507670653488,0.25417317123119343,4,3,0.955256303056438,0,0,0,0,1
0xFC4C99C12338c1c36Ba046461985c319CDffEf0c,877.9969152963037,119.34912348649897,58.42713864114896,32976,0.9663744538651284,6011,909,0.0,0.0,5.842713864114896,2.921356932057448,0.0,0,0,0.0,0,0,0,0,0
0x682cCA483f0549643210746C682Ae772ef1f0772,610.4422794100467,34.38585043339744,0.28875258768996337,62,0.9804257216957413,5,5,0.4866049705788358,0.0,0.02887525876899634,0.01443762938449817,0.0,0,0,0.0,0,1,0,0,0
0xCaEb3762605A25BCdD5A4e151923471aef31b99a,787.8543901183825,1607.584747357388,89.82536239914124,2,0.825319529590044,0,0,0.108681737792636,0.0,8.982536239914124,4.491268119957062,0.0,0,0,0.0,0,0,0,0,0
0x439ee890b11202298941cB5C343323a1750c3717,709.0943601563388,251.77758537684267,0.022461052124992067,844,0.24293035704419122,44,51,0.0,0.0,0.002246105212499207,0.0011230526062496035,0.252336626059946,5,3,0.8351617328055281,0,0,0,2,1
0x920201613EeBed799Eb0e77FfC3Ab7dCa936E867,651.60993311361,18.602226779722095,0.09336310198261695,4039,0.9203436154674788,468,45,0.24655216379246536,0.0,0.009336310198261696,0.004668155099130848,0.0,0,0,0.0,0,0,0,0,0
0x20033a70998f3474f9111B8518Ef50B6123b2D9A,652.5106441265472,5.957988210650194,0.04464627889974326,0,0.28293453751949266,0,0,0.0,0.0,0.004464627889974326,0.002232313944987163,0.0,0,0,0.0,0,0,0,0,0
0x2f904d1a47065e9f7aECdB3C6BfBa37e0e6781B6,659.614220038379,17.148606263028768,0.03566501607249837,89,0.9789214001831171,1,4,0.0,0.0,0.003566501607249837,0.0017832508036249185,0.0,0,0,0.0,0,0,0,0,0
0xA09140879a0e4f49D512b93F8121c48CcEd8EBbC,695.3450469461317,516.5572275640839,0.9595155804771582,93,0.9867293349832256,12,7,0.0,0.0,0.09595155804771582,0.04797577902385791,0.0,0,0,0.0,0,0,0,0,0
0xae2cf5b5916a89F135e6185Be3679f6624F659D1,719.2622124879589,595.0765071337509,0.1427766523648526,18184,0.8931280591953479,643,950,0.0,0.0,0.01427766523648526,0.00713883261824263,0.5587800179001007,4,1,0.7794551612818666,0,0,0,0,0
0xDD4FD42A2160dea8753Cf79BD3180857BD251b5d,674.8582988655189,103.22365637292046,0.06752457536827614,458,0.9289799608169711,89,4,0.0,0.0,0.0067524575368276135,0.0033762287684138068,0.0,0,0,0.0,0,0,0,0,0
0x9314a318F2d7e5B30A49126f9b337914FC9CFe27,723.5759655769048,12.221630217294287,0.7452982418720757,1657,0.9661473888817678,91,96,0.0,0.0,0.07452982418720758,0.03726491209360379,0.0,0,0,0.0,0,0,0,0,0
0xF6427c7a86Fa2018Be83FB0040d358b32997375c,670.0385289659012,248.4957652698667,0.6520201633450782,52,0.9354644791741753,4,3,0.0,0.0,0.06520201633450783,0.03260100816725391,0.0,0,0,0.0,0,0,0,0,0
0xc712aAF29Ee42Be7CDc12593A4C05105a7Cd7a1E,854.7856892125756,62.441364996913094,13.394604930044878,602,0.9328345994001397,100,45,0.0,0.0,1.3394604930044878,0.6697302465022439,0.8656614058625666,2,1,0.86044566625935,0,0,0,2,0
0x3aF9D15a7cfFB39f75ab6fFa4eB1Bf83D14332ae,717.7623763043576,967.8951449101132,0.014900517957100868,573,0.9933233219278862,51,49,0.0,0.0,0.0014900517957100868,0.0007450258978550434,0.0,0,0,0.0,0,0,0,0,0
0xac6365ee1e29e1415188Da0a369f9431B02C6864,775.4486765059238,283.2535814955505,4.207327465568208,6227,0.7974799090402551,714,532,0.0,0.0,0.42073274655682086,0.21036637327841043,0.0,0,0,0.0,0,0,0,0,0
0x24dF9413F34Bf296B6c092aB3675AF58000034cb,800.2640697817131,45.55402258469691,580.9086579563746,87,0.8371833480787809,17,2,0.0,0.0,58.090865795637455,29.045432897818728,0.0,0,0,0.0,0,0,0,0,0
0x4c980D86D7446F2780B3189D36087710bb089FCA,735.0038510772716,119.27958221237736,0.9113871148901365,97583,0.7688884853055024,7696,1208,0.0,0.0,0.09113871148901365,0.04556935574450682,0.41956519067114206,5,1,0.991414799356104,0,0,0,0,0
0x809a94FC32337292752beAf2E0CFc23EdDF99862,651.7098851890955,81.52107993483183,0.03070842387741687,8,0.9024686539178687,0,0,0.12327078013310154,0.0,0.003070842387741687,0.0015354211938708436,0.0,0,0,0.0,0,0,0,0,0
0x080e6d1Cf02E2Bd108983927894be2F69E7F5032,664.3106021917747,45.47280145736958,0.47500724283631657,77,0.7914189759549153,7,6,0.0,0.0,0.04750072428363166,0.02375036214181583,0.0,0,0,0.0,0,0,0,0,0
0xDa2771e9b835841C7A53B34A6E346d4b29Ee7e26,711.0056031762028,203.44487938299093,0.28307280792292916,816,0.9362513219885342,126,57,0.0,0.0,0.028307280792292916,0.014153640396146458,0.0,0,0,0.0,0,0,0,0,0
0x52be1B30C9523c8F17Aec68233Fa53357328fFBc,712.5369389641742,249.56068703330214,0.4782109960304227,332,0.9082711421616558,58,18,0.0,0.0,0.047821099603042275,0.023910549801521137,0.0,0,0,0.0,0,0,0,0,0
0x116848D20Ddf7CdD9d5f2770A35A556Dc5f895C8,843.7920625322348,14.892029981451955,663.5289518574242,40,0.9217171770132252,0,2,0.0,0.0,66.35289518574243,33.17644759287121,0.918432987048993,5,1,0.9215447967736754,0,0,0,3,0
0x21824533d3092CEdE11281a4463B3ca428471a25,657.4936576029759,130.81092289503744,0.001092396158472464,20,0.9391001131562873,1,0,0.0,0.0,0.0001092396158472464,5.46198079236232e-05,0.0,0,0,0.0,0,0,0,0,0
0xbF07E153496C626911d2d6e6a6bc14b2037D30fD,673.7005050432496,1292.7336091347313,0.8716076127477743,53,0.15957300393805246,1,4,0.0,0.0,0.08716076127477744,0.04358038063738872,0.0,0,0,0.0,0,0,0,0,0
0x4BBd4347702299216de607f536B2d37013aEC175,658.247858707181,189.60617866071632,0.08426169889154665,109,0.902470404295105,16,3,0.0,0.0,0.008426169889154666,0.004213084944577333,0.0,0,0,0.0,0,0,0,0,0
0xaF22c0F57040c46bA7d40dB461cBA6d2ce2D8268,644.7535210920475,66.66119438330925,0.07636563093449407,14,0.8722238095909574,2,1,0.1524723965271098,0.0,0.007636563093449407,0.0038182815467247035,0.0,0,0,0.0,0,0,0,0,0
0x9537Da988D60bCE4835DeC1963bdC6a9058bFdF3,663.6316889724225,598.2642353972917,0.04914782249345916,57,0.9009810225103381,4,2,0.0,0.0,0.004914782249345917,0.0024573911246729583,0.0,0,0,0.0,0,0,0,0,0
0xFbaFD0eCD34e5836c29C366A87C5bE59F11BF3d4,612.2410059191702,327.09673476760065,0.523979819761901,3,0.9041578502072396,0,0,0.5595601717663437,0.0,0.052397981976190104,0.026198990988095052,0.0,0,0,0.0,0,1,0,0,0
0xE0591B7e41270cAbE798D672ae57E74C6A4D124E,692.2449853837603,16.207543202455646,3.4056075308442204,381,0.931862395187474,51,37,0.38312072901026506,0.0,0.3405607530844221,0.17028037654221104,0.0,0,0,0.0,0,1,0,0,0
0x2EcDB59AB25E767583d74D31fe04355ef93cB188,655.7920098958476,104.93784608810336,0.1850555080872876,4,0.9050995292776001,0,0,0.0,0.0,0.01850555080872876,0.00925277540436438,0.0,0,0,0.0,0,0,0,0,0
0xC9B772c9a7F8C7750C8Ed643dDCba5587fBE5C52,667.2022655114575,146.44026431848553,0.3752462401724185,8,0.9721764607763914,1,0,0.0,0.0,0.03752462401724185,0.018762312008620927,0.0,0,0,0.0,0,0,0,0,0
0x4e0f2623aDb3f593485e17371bCEF0Ac08f4cF84,660.7705861702425,170.83895563059505,0.00026244685206188166,1,0.9927432469498468,0,0,0.0,0.0,2.6244685206188167e-05,1.3122342603094084e-05,0.0,0,0,0.0,0,0,0,0,0
0x6525223247612f8f8b45664E6cc1A16b1159a867,690.463038823347,969.1086730504892,0.7317259392295126,99,0.969174586490101,7,6,0.0,0.0,0.07317259392295127,0.03658629696147563,0.0,0,0,0.0,0,0,0,0,0
0x34769045A19bc8d2e5714b9AC48cC991b9ee8187,732.5207195487368,225.79792859360145,4.5662513233786965,105,0.9049616312528096,5,4,0.0,0.0,0.45662513233786967,0.22831256616893483,0.0,0,0,0.0,0,0,0,0,0
0x823baE1a50235d0ff929Fb28435e46c2ddafa715,770.2211695166858,87.34949946920551,11.316501237585696,18,0.9417262846082238,1,1,0.0,0.0,1.1316501237585697,0.5658250618792848,0.0,0,0,0.0,0,0,0,0,0
0xc14DAFC8Aa5e550A19d91fa3e26c4a0B5f84b6a0,629.3088331931724,26.104695842001863,0.6293434062808723,74,0.9808943627517032,3,4,0.3574240562110702,0.0,0.06293434062808723,0.03146717031404361,0.0,0,0,0.0,0,1,0,0,0
0x06567a3fBf0c28B2CCE53FeF4eccA24Ef4452550,831.2178406404561,965.0887774241179,7.117227396800107,520,0.9639307860444026,66,47,0.0,0.0,0.7117227396800108,0.3558613698400054,0.38579125864762964,5,3,0.874457356743241,0,0,0,0,0
0xc3474DB109E923C7DD4d6Ff901cF815539690A25,719.5685473786709,170.68058229816376,4.421004111909132,10,0.3431264313045365,0,0,0.0,0.0,0.4421004111909132,0.2210502055954566,0.0,0,0,0.0,0,0,0,0,0
0x69470354e2ED2c99c7A939a75e26E374A0F58425,650.3046156715365,18.843384994496827,0.008600653792678348,31,0.9381486048364565,5,2,0.12737331643416883,0.0,0.0008600653792678348,0.0004300326896339174,0.0,0,0,0.0,0,0,0,0,0
0x9EEa0cd79E43C3A393fE3438512FFf0F6a06a472,699.5754174778363,294.00757502371795,0.05531054187058698,304,0.9404686793869154,13,30,0.0,0.0,0.005531054187058699,0.0027655270935293495,0.0,0,0,0.0,0,0,0,0,0
0xf3AB2021a14c81f0F58D719C73b4B358e626724D,796.8788114424766,29.68026092096442,49.740748615425275,84,0.7497025863418617,8,1,0.0,0.0,4.974074861542528,2.487037430771264,0.0,0,0,0.0,0,0,0,0,0
0xA7B4B091C879230676DaEfAB24bDe355e2C45684,620.4342914369577,40.201245211062485,0.10449284412113864,280,0.958372058496971,24,3,0.400478937167589,0.0,0.010449284412113865,0.005224642206056933,0.0,0,0,0.0,0,1,0,0,0
0x4Ce7ba3B917A3d3a47629aF4377A4D311d23eD08,736.264559824274,17.625059703080453,4.714775320724556,1,0.9994436471319894,0,0,0.0,0.0,0.4714775320724556,0.2357387660362278,0.0,0,0,0.0,0,0,0,0,0
0x92E889f63d4A4f8c98dF573d9Cee7a311E1c38dF,718.3367154129025,16.70000957567509,0.09165585547054396,91061,0.9340764558888975,6531,2202,0.0,0.0,0.009165585547054397,0.0045827927735271985,0.3490245984775875,4,1,0.7200431041477197,0,0,0,0,1
0x7249f29a17Af783DF1e002F7C1490b72D1018cB1,700.4274433484,12.850527341099044,0.06904114214156913,6812,0.1614511960679898,614,313,0.0,0.0,0.006904114214156914,0.003452057107078457,0.0,0,0,0.0,0,0,0,0,0
0xC6d0faf678Cf6Ff8Da88E9fE0710DD518772f8FA,702.6495802025456,314.4066867389206,0.14622204663516608,88666,0.8098156487631929,9147,1226,0.0,0.0,0.01462220466351661,0.007311102331758305,0.0,0,0,0.0,0,0,0,0,0
0xD1a45796f3965d4e0EE92E58b9db770d954F57c3,654.0739697923277,50.02408939889311,0.07749380418863361,2,0.7483258815291345,0,0,0.0,0.0,0.007749380418863361,0.0038746902094316804,0.0,0,0,0.0,0,0,0,0,0
0x554a002FABCB485c7CaAAd3d747fbc5DacFE73e6,672.5687588060626,1820.588222743815,0.004350375149781516,84,0.9122632835847939,9,5,0.0,0.0,0.00043503751497815164,0.00021751875748907582,0.0,0,0,0.0,0,0,0,0,0
0xC846ff83d4C1ef7a6B66721Fc84bF754C750047f,658.8613010186989,26.364877444463705,0.011643407289161512,39,0.96765631419288,2,2,0.0,0.0,0.0011643407289161512,0.0005821703644580756,0.0,0,0,0.0,0,0,0,0,0
0x499c3c4b0c507cFa3Dc2Ab42C011358634288017,802.7109162236181,20.683807524533343,21.14712842945166,48,0.9368239331892364,3,2,0.0,0.0,2.114712842945166,1.057356421472583,0.0,0,0,0.0,0,0,0,0,0
0x8D0B1186E2D428045d9738074d69a02dB7093067,658.5995619649934,70.67707436741838,0.019929435872868252,22,0.9608702676172405,2,0,0.0,0.0,0.001992943587286825,0.0009964717936434126,0.0,0,0,0.0,0,0,0,0,0
0x974C905E241dfb38a026464c997a62B85D2FDdb6,869.658358658253,313.7875659299061,984.0577336584774,815,0.7484998142047351,50,53,0.0,0.0,98.40577336584775,49.202886682923875,0.0,0,0,0.0,0,0,0,0,0
0x176Df78d88cA1A7DCD5649e55a9AF4F52c9e99A8,668.1834461739211,145.9987187903036,0.37390396965056527,60,0.988320726008753,6,3,0.0,0.0,0.03739039696505653,0.018695198482528264,0.0,0,0,0.0,0,0,0,0,0
0x7ad7ffE3F4BD32DBACd041f883c3A15Dc94B4e54,659.2970540703069,353.33566120557543,0.024171921416677934,49,0.7450332952800922,9,2,0.0,0.0,0.0024171921416677937,0.0012085960708338968,0.0,0,0,0.0,0,0,0,0,0
0x75944aE876203f2b081FD8A2703Ec9472E80d966,658.8598041862153,459.65189859225643,0.15339420889192174,92,0.5859410991070184,11,1,0.0,0.0,0.015339420889192174,0.007669710444596087,0.0,0,0,0.0,0,0,0,0,0
0xB867cE8767817E49Db412D7CBD1D8cdBA7E11541,803.9432748952927,19.460054138385498,96.78688436475824,10,0.9660353080438998,1,0,0.0,0.0,9.678688436475824,4.839344218237912,0.0,0,0,0.0,0,0,0,0,0
0x6DaFdb5f993d115905Eb548C1f96F18f58FB64e6,712.3297305841173,27.540362383832978,0.37173893568463034,5327,0.905763472518874,90,351,0.0,0.0,0.03717389356846303,0.018586946784231517,0.0,0,0,0.0,0,0,0,0,0
0x505F642d4C8b1510C394768d478AD472c3762D91,665.0856292157285,132.974312020636,0.9459963262587132,63,0.8605876209080491,8,0,0.0,0.0,0.09459963262587133,0.047299816312935665,0.0,0,0,0.0,0,0,0,0,0
0x5278C775e13E9489002CbE37b6a6AC28F91b34Dc,705.8795390761641,21.28734307918622,0.007233285228754761,533,0.898326319692262,45,18,0.0,0.0,0.0007233285228754761,0.00036166426143773803,0.0,0,0,0.0,0,0,0,0,0
0xbAF52d26d83794465511D212C13e01D4De5648f3,793.0215418228245,969.4359312918864,2.3445178693553075,65281,0.8697919108865547,4958,2416,0.0,0.0,0.23445178693553076,0.11722589346776538,0.8458915164693612,4,2,0.8098597809325976,0,0,0,1,0
0x3457F8f15243D5aA3896850fC2fd054DfD61E91b,748.7441390592846,23.161307617764727,9.278619651916747,90,0.41870076564659314,5,8,0.0,0.2830737375709639,0.9278619651916747,0.46393098259583737,0.0,0,0,0.0,0,0,0,0,0
0x1bDD49Da0FB3B34c9861831560dB642c923EDA32,678.3507154573429,329.41996582914174,0.0724734854187216,323,0.9335827635563558,15,9,0.0,0.0,0.007247348541872161,0.0036236742709360803,0.0,0,0,0.0,0,0,0,0,0
0x5C3325D6BA5Fe69391303fDf9C04bF96b96CaBEC,747.1260135974552,82.79778594330452,6.580792274316543,17,0.93623919312247,0,0,0.0,0.0,0.6580792274316543,0.32903961371582713,0.0,0,0,0.0,0,0,0,0,0
0xfa3847e37dc2ff6BA2eC6075160026106E642Ca5,668.6334376055249,95.33845465699797,0.6744603527853555,7,0.9764844062727099,0,0,0.0,0.0,0.06744603527853556,0.03372301763926778,0.0,0,0,0.0,0,0,0,0,0
0x4CE59532b97e3b1a8294C1299ba0EcCc42844721,681.6068799316301,683.8617957414359,0.5095533827966794,78,0.9123209483710016,6,2,0.0,0.0,0.050955338279667944,0.025477669139833972,0.0,0,0,0.0,0,0,0,0,0
0x4EB1Df7283fD37E73AB6D4b95e7e8e382B4A523f,700.5090591117946,168.73189129988154,0.003214973566749513,1457,0.000596980634406119,58,52,0.0,0.0,0.0003214973566749513,0.00016074867833747565,0.0,0,0,0.0,0,0,0,0,0
0xc1F129bBDB276ee56Ef6d4f6e0732dF6281938BC,663.6957966749764,268.4593811308356,0.20713931425844262,3,0.9319042082375326,0,0,0.0,0.0,0.020713931425844264,0.010356965712922132,0.0,0,0,0.0,0,0,0,0,0
0x5ef4612A39395C3Fe074F967ccB35f831d7352e6,809.090253862667,262.78625510828795,8.188222692800826,6144,0.7461234362982488,875,226,0.0,0.0,0.8188222692800826,0.4094111346400413,0.0,0,0,0.0,0,0,0,0,0
0xCEa2545A68DD4f2d2bF101517dAd8CAadF765C60,708.115803822632,28.803370624757907,0.032187609402046034,17925,0.22322432050112354,2379,295,0.0,0.0,0.0032187609402046036,0.0016093804701023018,0.35901778438183185,5,2,0.9531553966684818,0,0,0,1,1
0x9948BabeAc59ea0600C465f0Bc94917b5C0EA8bB,721.1759587578568,21.617692186883776,0.9355834862445611,546,0.700793225382046,24,50,0.0,0.0,0.09355834862445611,0.046779174312228056,0.0,0,0,0.0,0,0,0,0,0
0x777805F2ea0a846096dd7c548EDA069e8A04eb0c,676.8643198350347,113.0056442997882,0.9748095488587873,7748,0.9351139497688257,822,246,0.3079819467785201,0.0,0.09748095488587874,0.04874047744293937,0.0,0,0,0.0,0,0,0,0,0
0x5Ad9f6Fd0f01c41259288b377702cA5fa2bBDd99,686.8252855001333,1643.112232824469,0.42980606586345693,9,0.98237386542391,1,0,0.0,0.0,0.0429806065863457,0.02149030329317285,0.0,0,0,0.0,0,0,0,0,0
0x5975a4b1033Fd07a32A23D4E21513A91A2250c73,719.4671063334416,113.11358743359433,0.091314860623553,480,0.9045494102521712,67,44,0.0,0.0,0.009131486062355301,0.0045657430311776505,0.6673529914189814,0,0,0.9056194480190705,0,0,0,0,2
0x63544877D395497Cefc8e9dc4F435618dFB78c7B,812.2048205656862,254.80120926869932,9.908726010371046,364,0.913387563006205,3,21,0.0,0.0,0.9908726010371046,0.4954363005185523,0.5122669984416157,0,0,0.8717311032162934,0,0,0,3,0
0xf203BaACb9417a2613Ec75ea03c4ADd2564d1e2d,710.64377714488,157.62991098598704,0.12835199445026763,92660,0.9675119327493296,4491,8901,0.0,0.0,0.012835199445026764,0.006417599722513382,0.0,0,0,0.0,0,0,0,0,0
0x0cFe0412b03Ac163c36E6e1db249639FF5f2081e,660.077395183871,153.13521413041963,0.04661045672075531,10,0.9767199707853954,0,0,0.0,0.0,0.0046610456720755315,0.0023305228360377657,0.0,0,0,0.0,0,0,0,0,0
0xa08D0A3b1ED5f01BE9983ae37880a72764d9a1c9,743.0816361079299,21.190136625838896,5.7636683608782855,64,0.974993045066222,3,2,0.0,0.0,0.5763668360878286,0.2881834180439143,0.0,0,0,0.0,0,0,0,0,0
0x5Ba5bbb050682f546d4904DBf14F3c9e6C716b23,696.7282629323022,81.32577827671088,0.7851237994301054,915,0.9337996021820446,25,8,0.0,0.0,0.07851237994301054,0.03925618997150527,0.0,0,0,0.0,0,0,0,0,0
0x1287D9e2B00B1E08814FeF51858d96414007209D,669.9085854754759,229.09896843719758,0.6241138093375941,87,0.9260343651288728,11,3,0.0,0.0,0.06241138093375941,0.031205690466879706,0.0,0,0,0.0,0,0,0,0,0
0x0573182625c0EA386F6d1F2410b7fF011481D487,767.2285444273662,34.97853188836424,9.283490171609392,8,0.9810352924894772,1,0,0.0,0.0,0.9283490171609392,0.4641745085804696,0.0,0,0,0.0,0,0,0,0,0
0x8be0A39Be4fddDe6664ad18774720FD80CBc6bDe,665.5656130503689,16.682735772175562,0.5564307642147064,32,0.9040368584523543,5,1,0.0,0.0,0.05564307642147064,0.02782153821073532,0.0,0,0,0.0,0,0,0,0,0
0x6e180f09d0a3cbf8aD4Dd757E4f4B2536c2Ef9cd,713.4011833831826,870.7198618722293,0.061981480454925776,1616,0.7680210418073234,318,114,0.0,0.0,0.006198148045492578,0.003099074022746289,0.4524830342673031,2,0,0.8425917674474108,0,0,0,3,1
0xE71A2f5B861503568FB32CAB0A6BE2EAbD131168,670.2366767275769,1038.324073701906,0.02989077132115782,7,0.9419076099791599,1,0,0.0,0.0,0.002989077132115782,0.001494538566057891,0.0,0,0,0.0,0,0,0,0,0
0xeB9aC2c4a50E03A870eD84Ff85e2d1dC06E0eaF1,664.5393989786904,188.62072656632512,0.029485845275064593,134,0.950457149414467,4,6,0.0,0.0,0.0029485845275064593,0.0014742922637532296,0.0,0,0,0.0,0,0,0,0,0
0x67Bc4b69a803336101259E31F0567a7f5327B473,622.2114242596449,412.01384744558135,0.017630968186590757,58,0.9080005480020602,2,0,0.3521764775500831,0.0,0.0017630968186590759,0.0008815484093295379,0.0,0,0,0.0,0,1,0,0,0
0xE0183f30D4C192E6914baA93CDe2d05f3Cb1a329,693.8297274592364,202.15989641221196,0.6995606711209554,352,0.9796555189371293,34,5,0.0,0.0,0.06995606711209555,0.034978033556047776,0.0,0,0,0.0,0,0,0,0,0
0x2F45C253B15500f74C7c2AE509fc5018bE674060,624.7855995734728,56.780110064061695,0.04524638227575121,61,0.4195625978389706,0,2,0.0,0.4067946781682106,0.004524638227575121,0.0022623191137875606,0.0,0,0,0.0,0,0,0,0,0
0xdf3e789469647eCD803F4a8C6359cc571A4364A2,712.3797059183968,179.0730993106473,0.37652885905230327,589,0.9506569350007075,113,55,0.0,0.0,0.03765288590523033,0.018826442952615166,0.0,0,0,0.0,0,0,0,0,0
0x169cDD15b666ED70f129C40546D694B958738803,627.2927899605835,485.89382841838335,0.7908984833090018,500,0.5965670800157359,80,27,0.720316727126834,0.0,0.07908984833090019,0.03954492416545009,0.0,0,0,0.0,0,2,0,0,0
0x6b496DBED9C645523c013abD838318e477F517Ba,757.5777617999578,241.1186150571206,976.7368556567918,147,0.8643817310198085,24,7,0.23962491135459124,0.0,97.6736855656792,48.8368427828396,0.0,0,0,0.0,0,0,0,0,0
0x3F9A75E8462944094356F91260A9B000E9a274bA,664.7438983634564,345.67918432316293,0.0005196173819621231,1,0.9335599136883344,0,0,0.0,0.0,5.196173819621231e-05,2.5980869098106154e-05,0.0,0,0,0.0,0,0,0,0,0
0xD98816d8d324a0955fEdb10fA776c8c15bc3507e,781.3541787142897,17.2792569714225,2.808168304893815,8878,0.995591810230632,501,311,0.0,0.0,0.2808168304893815,0.14040841524469075,0.09188849258467358,2,3,0.7727205794374292,0,0,0,0,1
0xBb55A7B438F028A93904cdD834fE468a1ED80285,722.3093122176439,1467.5426369369234,0.49365342168839477,88057,0.9077871141520837,16625,5488,0.0,0.0,0.04936534216883948,0.02468267108441974,0.0,0,0,0.0,0,0,0,0,0
0x2521C05931da80Efd834bBefbFEeA248001D530D,674.4493668051483,205.5694921265871,0.09396152233616856,635,0.9166218024945216,35,6,0.0,0.0,0.009396152233616856,0.004698076116808428,0.0,0,0,0.0,0,0,0,0,0
0x9D98C140A833B1483f5E6F9C4b7e153f02dC24E5,722.0521900818402,806.253253726329,4.103316319972212,0,0.7767490723698653,0,0,0.0,0.0,0.4103316319972212,0.2051658159986106,0.0,0,0,0.0,0,0,0,0,0
0x0d9979efa86826E596EF2253d6c31c30097410D0,648.4257607342917,203.59654640801057,0.9271691393889157,2,0.9756858428358761,0,0,0.0,0.5013695416448638,0.09271691393889157,0.04635845696944579,0.0,0,0,0.0,0,0,1,0,0
